交易日期,证券简称,证券代码,成交价格(元),成交金额(万元),成交量(手),买入营业部,卖出营业部,是否专场
2025-01-13,伟测科技,688372,62.06,1861.8,30,中泰证券股份有限公司东北分公司,国联证券股份有限公司无锡梁清路证券营业部,否
2025-01-13,伟测科技,688372,62.06,1241.2,20,方正证券股份有限公司安阳紫薇大道证券营业部,国联证券股份有限公司无锡梁清路证券营业部,否
2025-01-13,京仪装备,688652,53.52,1016.88,19,机构专用,申港证券股份有限公司湖北分公司,否
2025-01-13,药明康德,603259,51.6,412.8,8,南京证券股份有限公司南京柳洲南路证券营业部,东兴证券股份有限公司宁德闽东中路证券营业部,否
2025-01-13,天岳先进,688234,45.41,908.2,20,高盛（中国）证券有限责任公司上海浦东新区世纪大道证券营业部,海通证券股份有限公司沈阳大西路证券营业部,否
2025-01-13,天岳先进,688234,45.41,726.56,16,机构专用,海通证券股份有限公司沈阳大西路证券营业部,否
2025-01-13,天岳先进,688234,45.41,227.05,5,中信建投证券股份有限公司北京望京证券营业部,海通证券股份有限公司沈阳大西路证券营业部,否
2025-01-13,天岳先进,688234,45.41,204.35,4.5,中信证券股份有限公司总部(非营业场所),海通证券股份有限公司沈阳大西路证券营业部,否
2025-01-13,天岳先进,688234,45.41,202.53,4.46,机构专用,海通证券股份有限公司沈阳大西路证券营业部,否
2025-01-13,天岳先进,688234,45.41,202.53,4.46,机构专用,海通证券股份有限公司沈阳大西路证券营业部,否
2025-01-13,九号公司,689009,43.91,878.2,20,机构专用,中国国际金融股份有限公司上海分公司,否
2025-01-13,九号公司,689009,43.91,395.19,9,中信证券股份有限公司杭州婺江路证券营业部,中国国际金融股份有限公司上海分公司,否
2025-01-13,九号公司,689009,43.91,263.46,6,东北证券股份有限公司杭州教工路证券营业部,中国国际金融股份有限公司上海分公司,否
2025-01-13,九号公司,689009,43.91,219.55,5,中信证券股份有限公司总部(非营业场所),中国国际金融股份有限公司上海分公司,否
2025-01-13,九号公司,689009,43.91,219.55,5,机构专用,中国国际金融股份有限公司上海分公司,否
2025-01-13,九号公司,689009,43.91,201.99,4.6,中信证券股份有限公司上海分公司,中国国际金融股份有限公司上海分公司,否
2025-01-13,九号公司,689009,43.91,201.99,4.6,中国中金财富证券有限公司深圳分公司,中国国际金融股份有限公司上海分公司,否
2025-01-13,博迁新材,605376,26.25,288.75,11,机构专用,海通证券股份有限公司上海黄浦区合肥路证券营业部,否
2025-01-13,博迁新材,605376,26.25,262.5,10,中信证券股份有限公司总部(非营业场所),海通证券股份有限公司上海黄浦区合肥路证券营业部,否
2025-01-13,博迁新材,605376,26.25,262.5,10,机构专用,海通证券股份有限公司上海黄浦区合肥路证券营业部,否
2025-01-13,博迁新材,605376,26.25,202.13,7.7,中信证券股份有限公司总部(非营业场所),海通证券股份有限公司上海黄浦区合肥路证券营业部,否
2025-01-13,博迁新材,605376,26.25,200.03,7.62,中信证券股份有限公司上海分公司,海通证券股份有限公司上海黄浦区合肥路证券营业部,否
2025-01-13,博迁新材,605376,26.25,200.03,7.62,中信证券股份有限公司徐州建国西路证券营业部,海通证券股份有限公司上海黄浦区合肥路证券营业部,否
2025-01-13,博迁新材,605376,26.25,200.03,7.62,国投证券股份有限公司佛山北滘证券营业部,海通证券股份有限公司上海黄浦区合肥路证券营业部,否
2025-01-13,博迁新材,605376,26.25,200.03,7.62,海通证券股份有限公司哈尔滨果戈里大街证券营业部,海通证券股份有限公司上海黄浦区合肥路证券营业部,否
2025-01-13,浙江荣泰,603119,21.6,200.02,9.26,中信证券股份有限公司上海分公司,中信证券股份有限公司成都日月大道证券营业部,否
2025-01-13,新相微,688593,19.68,8501.76,432,申万宏源证券有限公司上海黄浦区新昌路证券营业部,中国中金财富证券有限公司北京万寿路证券营业部,否
2025-01-13,妙可蓝多,600882,19.5,914.36,46.89,国元证券股份有限公司诸暨东二路证券营业部,广发证券股份有限公司湖州高富路证券营业部,否
2025-01-13,安必平,688393,13.38,374.64,28,万联证券股份有限公司广州农林下路证券营业部,民生证券股份有限公司广州分公司,否
2025-01-13,中金黄金,600489,12.84,4141.94,322.58,申万宏源证券有限公司证券投资总部,中国国际金融股份有限公司北京建国门外大街证券营业部,否
2025-01-13,国家电投,508028,10.86,3256.5,300,中国国际金融股份有限公司北京建国门外大街证券营业部,中信证券股份有限公司总部(非营业场所),否
2025-01-13,天智航,688277,9,522,58,国泰君安证券股份有限公司武汉紫阳东路证券营业部,国泰君安证券股份有限公司武汉紫阳东路证券营业部,否
2025-01-13,欧林生物,688319,8.45,507,60,长江证券股份有限公司上海锦绣路证券营业部,中国银河证券股份有限公司萍乡韶山东路证券营业部,否
2025-01-13,汇成股份,688403,7.93,374.74,47.26,海通证券股份有限公司合肥黄山路证券营业部,海通证券股份有限公司合肥黄山路证券营业部,否
2025-01-13,九牧王,601566,6.74,2224.2,330,兴业证券股份有限公司厦门建业路证券营业部,兴业证券股份有限公司厦门穆厝路证券营业部,否
2025-01-13,南京交通,508069,6.34,2662.8,420,中信证券股份有限公司总部(非营业场所),中国国际金融股份有限公司北京建国门外大街证券营业部,否
2025-01-13,XD贵州燃,600903,6,204,34,机构专用,国泰君安证券股份有限公司深圳人民南路证券营业部,否
2025-01-13,XD贵州燃,600903,6,201,33.5,中信证券股份有限公司上海世博馆路证券营业部,国泰君安证券股份有限公司深圳人民南路证券营业部,否
2025-01-13,XD贵州燃,600903,6,200.4,33.4,中信证券股份有限公司徐州建国西路证券营业部,国泰君安证券股份有限公司深圳人民南路证券营业部,否
2025-01-13,XD贵州燃,600903,6,180,30,国投证券股份有限公司连云港郁州北路证券营业部,国泰君安证券股份有限公司深圳人民南路证券营业部,否
2025-01-13,浙文互联,600986,5.26,474.27,90.17,平安证券股份有限公司上海红宝石路证券营业部,长城证券股份有限公司三亚迎宾路证券营业部,否
2025-01-13,亚士创能,603378,5.09,191.38,37.6,东海证券股份有限公司上海长宁区水城南路证券营业部,华泰证券股份有限公司上海普陀区江宁路证券营业部,否
2025-01-13,亚士创能,603378,5.09,159.32,31.3,东海证券股份有限公司盐城解放南路证券营业部,华泰证券股份有限公司上海普陀区江宁路证券营业部,否
2025-01-13,亚士创能,603378,5.09,158.3,31.1,东海证券股份有限公司上海长宁区水城南路证券营业部,华泰证券股份有限公司上海普陀区江宁路证券营业部,否
2025-01-13,芯联集成,688469,4.46,1338,300,南京证券股份有限公司南通姚港路证券营业部,申港证券股份有限公司湖北分公司,否
2025-01-13,百川能源,600681,3.1,155,50,机构专用,华泰证券股份有限公司上海分公司,否
2025-01-13,建设机械,600984,3.04,184.38,60.65,华龙证券股份有限公司上海大渡河路证券营业部,银泰证券有限责任公司苏州星都街证券营业部,否
2025-01-13,建邺REIT,508097,3,3686.55,1230.9,申万宏源证券有限公司上海黄浦区福州路证券营业部,中国银河证券股份有限公司总部,否
2025-01-13,*ST博信,600083,1.07,32.1,30,财通证券股份有限公司杭州文二西路证券营业部,海通证券股份有限公司六安大别山路证券营业部,否
2025-01-13,医药ETF,512010,0.34,338,1000,华泰证券股份有限公司上海浦东新区世纪大道证券营业部,中国银河证券股份有限公司总部,否
2025-01-10,恒玄科技,688608,287.25,577.37,2.01,机构专用,中信建投证券股份有限公司上海市五莲路证券营业部,否
2025-01-10,澜起科技,688008,60.93,450.88,7.4,广发证券股份有限公司广州临江大道证券营业部,中国中金财富证券有限公司上海浦东新区世纪大道证券营业部,否
2025-01-10,京仪装备,688652,54.41,1033.79,19,机构专用,申港证券股份有限公司湖北分公司,否
2025-01-10,天岳先进,688234,43.75,796.25,18.2,中信证券股份有限公司徐州建国西路证券营业部,海通证券股份有限公司沈阳大西路证券营业部,否
2025-01-10,天岳先进,688234,43.75,350,8,国泰君安证券股份有限公司总部,海通证券股份有限公司沈阳大西路证券营业部,否
2025-01-10,天岳先进,688234,43.75,218.75,5,中国中金财富证券有限公司深圳分公司,海通证券股份有限公司沈阳大西路证券营业部,否
2025-01-10,泰凌微,688591,34,204,6,招商证券股份有限公司厦门湖滨东路证券营业部,招商证券股份有限公司上海梅花路证券营业部,否
2025-01-10,华懋科技,603306,29.63,5926,200,中国银河证券股份有限公司中山小榄升平东路证券营业部,中信证券股份有限公司东阳吴宁西路证券营业部,否
2025-01-10,华懋科技,603306,29.63,5926,200,中国银河证券股份有限公司中山小榄升平东路证券营业部,中信证券股份有限公司东阳吴宁西路证券营业部,否
2025-01-10,泰凌微,688591,26.41,336.41,12.74,国新证券股份有限公司深圳深南大道证券营业部,华福证券有限责任公司深圳分公司,否
2025-01-10,圣泉集团,605589,23.61,2384.61,101,中信建投证券股份有限公司总部,金元证券股份有限公司山东分公司,否
2025-01-10,成大生物,688739,19.6,491.96,25.1,中国银河证券股份有限公司大连人民路证券营业部,中国银河证券股份有限公司大连人民路证券营业部,否
2025-01-10,安必平,688393,13.78,358.28,26,万联证券股份有限公司广州农林下路证券营业部,民生证券股份有限公司广州分公司,否
2025-01-10,同益中,688722,11.68,752.78,64.45,中信证券华南股份有限公司东莞分公司,中信证券华南股份有限公司东莞元美东路证券营业部,否
2025-01-10,颀中科技,688352,8.84,422.1,47.75,中信建投证券股份有限公司苏州分公司,中信建投证券股份有限公司淮南朝阳西路证券营业部,否
2025-01-10,陆家嘴,600663,8.54,320.45,37.52,机构专用,机构专用,否
2025-01-10,上海电力,600021,8.54,202.4,23.7,华泰证券股份有限公司总部,中信证券股份有限公司上海分公司,否
2025-01-10,镇洋发展,603213,8.1,399.74,49.35,财通证券股份有限公司杭州富阳公望街证券营业部,国信证券股份有限公司杭州市心中路证券营业部,否
2025-01-10,明阳REIT,508015,8.02,4601.41,574.1,申万宏源证券有限公司上海黄浦区福州路证券营业部,中信证券股份有限公司总部(非营业场所),否
2025-01-10,汇金通,603577,8,3192,399,海通证券股份有限公司北京知春路证券营业部,国金证券股份有限公司南安江北大道证券营业部,否
2025-01-10,浙文互联,600986,5.28,528,100,平安证券股份有限公司上海红宝石路证券营业部,长城证券股份有限公司三亚迎宾路证券营业部,否
2025-01-10,农业银行,601288,4.71,971.39,206.24,华创证券有限责任公司杭州东信大道证券营业部,华创证券有限责任公司杭州东信大道证券营业部,否
2025-01-10,芯联集成,688469,4.46,1338,300,南京证券股份有限公司南通姚港路证券营业部,申港证券股份有限公司湖北分公司,否
2025-01-10,芯联集成,688469,4.06,203,50,中信证券股份有限公司总部(非营业场所),申港证券股份有限公司湖北分公司,否
2025-01-10,福建高速,600033,4,202,50.5,华泰证券股份有限公司总部,中信证券股份有限公司上海分公司,否
2025-01-10,秦港股份,601326,3.11,202.15,65,华泰证券股份有限公司总部,中信证券股份有限公司上海分公司,否
2025-01-09,恒玄科技,688608,297.22,1486.1,5,瑞银证券有限责任公司上海花园石桥路证券营业部,中信建投证券股份有限公司上海市五莲路证券营业部,否
2025-01-09,恒玄科技,688608,297.22,594.44,2,瑞银证券有限责任公司上海花园石桥路证券营业部,中信建投证券股份有限公司上海市五莲路证券营业部,否
2025-01-09,恒玄科技,688608,297.22,208.05,0.7,中信建投证券股份有限公司北京望京证券营业部,中信建投证券股份有限公司上海市五莲路证券营业部,否
2025-01-09,澜起科技,688008,60.93,1523.25,25,申万宏源证券有限公司证券投资总部,中国中金财富证券有限公司上海浦东新区世纪大道证券营业部,否
2025-01-09,澜起科技,688008,60.93,450.88,7.4,中国中金财富证券有限公司深圳分公司,中国中金财富证券有限公司上海浦东新区世纪大道证券营业部,否
2025-01-09,澜起科技,688008,60.93,450.88,7.4,广发证券股份有限公司佛山灯湖东路证券营业部,中国中金财富证券有限公司上海浦东新区世纪大道证券营业部,否
2025-01-09,澜起科技,688008,60.93,450.88,7.4,招商证券股份有限公司西安北大街证券营业部,中国中金财富证券有限公司上海浦东新区世纪大道证券营业部,否
2025-01-09,澜起科技,688008,60.93,341.21,5.6,国泰君安证券股份有限公司深圳红荔西路证券营业部,中国中金财富证券有限公司上海浦东新区世纪大道证券营业部,否
2025-01-09,澜起科技,688008,60.93,341.21,5.6,浙商证券股份有限公司绍兴分公司,中国中金财富证券有限公司上海浦东新区世纪大道证券营业部,否
2025-01-09,澜起科技,688008,60.93,341.21,5.6,浙商证券股份有限公司金华分公司,中国中金财富证券有限公司上海浦东新区世纪大道证券营业部,否
2025-01-09,澜起科技,688008,60.93,304.65,5,中信证券股份有限公司总部(非营业场所),中国中金财富证券有限公司上海浦东新区世纪大道证券营业部,否
2025-01-09,澜起科技,688008,60.93,304.65,5,汇丰前海证券有限责任公司深圳前海证券营业部,中国中金财富证券有限公司上海浦东新区世纪大道证券营业部,否
2025-01-09,澜起科技,688008,60.93,243.72,4,华泰证券股份有限公司深圳后海中心路证券营业部,中国中金财富证券有限公司上海浦东新区世纪大道证券营业部,否
2025-01-09,澜起科技,688008,60.93,219.35,3.6,广发证券股份有限公司西安浐灞大道证券营业部,中国中金财富证券有限公司上海浦东新区世纪大道证券营业部,否
2025-01-09,澜起科技,688008,60.93,200.46,3.29,中信证券股份有限公司徐州建国西路证券营业部,中国中金财富证券有限公司上海浦东新区世纪大道证券营业部,否
2025-01-09,澜起科技,688008,60.93,200,3.28,国投证券股份有限公司连云港郁州北路证券营业部,中国中金财富证券有限公司上海浦东新区世纪大道证券营业部,否
2025-01-09,行动教育,605098,34.21,478.94,14,中国银河证券股份有限公司金华证券营业部,东海证券股份有限公司上海长宁区长顺路证券营业部,否
2025-01-09,行动教育,605098,34.21,444.73,13,中国中金财富证券有限公司深圳分公司,东海证券股份有限公司上海长宁区长顺路证券营业部,否
2025-01-09,行动教育,605098,34.21,444.73,13,广发证券股份有限公司南京水佑岗证券营业部,东海证券股份有限公司上海长宁区长顺路证券营业部,否
2025-01-09,行动教育,605098,34.21,342.1,10,浙商证券股份有限公司金华分公司,东海证券股份有限公司上海长宁区长顺路证券营业部,否
2025-01-09,行动教育,605098,34.21,273.68,8,国金证券股份有限公司上海浦东新区芳甸路证券营业部,东海证券股份有限公司上海长宁区长顺路证券营业部,否
2025-01-09,杭州柯林,688611,32.35,760.23,23.5,华福证券有限责任公司浙江分公司,中国银河证券股份有限公司杭州海运国际大厦证券营业部,否
2025-01-09,中信证券,600030,26.89,942.23,35.04,国泰君安证券股份有限公司总部,国泰君安证券股份有限公司常州延陵中路证券营业部,否
2025-01-09,泰凌微,688591,26.31,499.89,19,国新证券股份有限公司深圳深南大道证券营业部,华福证券有限责任公司深圳分公司,否
2025-01-09,慧辰股份,688500,24,239.96,10,中泰证券股份有限公司上海南京西路证券营业部,机构专用,否
2025-01-09,润本股份,603193,23.6,271.4,11.5,海通证券股份有限公司上海黄浦区中山南路证券营业部,广发证券股份有限公司广州宸悦路证券营业部,否
2025-01-09,润本股份,603193,23.6,200.6,8.5,中信证券股份有限公司上海分公司,广发证券股份有限公司广州宸悦路证券营业部,否
2025-01-09,洪田股份,603800,22.12,597.24,27,华泰证券股份有限公司南京大光路证券营业部,中信证券华南股份有限公司广州珠江西路证券营业部,否
2025-01-09,洪田股份,603800,22.12,398.16,18,广发证券股份有限公司广州临江大道证券营业部,中信证券华南股份有限公司广州珠江西路证券营业部,否
2025-01-09,洪田股份,603800,22.12,287.56,13,中国银河证券股份有限公司金华证券营业部,中信证券华南股份有限公司广州珠江西路证券营业部,否
2025-01-09,洪田股份,603800,22.12,287.56,13,国都证券股份有限公司江苏分公司,中信证券华南股份有限公司广州珠江西路证券营业部,否
2025-01-09,洪田股份,603800,22.12,287.56,13,广发证券股份有限公司西安浐灞大道证券营业部,中信证券华南股份有限公司广州珠江西路证券营业部,否
2025-01-09,洪田股份,603800,22.12,287.56,13,浙商证券股份有限公司绍兴分公司,中信证券华南股份有限公司广州珠江西路证券营业部,否
2025-01-09,洪田股份,603800,22.12,287.56,13,浙商证券股份有限公司龙游荣昌大道证券营业部,中信证券华南股份有限公司广州珠江西路证券营业部,否
2025-01-09,洪田股份,603800,22.12,221.2,10,华泰证券股份有限公司南京分公司,中信证券华南股份有限公司广州珠江西路证券营业部,否
2025-01-09,洪田股份,603800,22.12,221.2,10,招商证券股份有限公司西安北大街证券营业部,中信证券华南股份有限公司广州珠江西路证券营业部,否
2025-01-09,洪田股份,603800,22.12,221.2,10,浙商证券股份有限公司绍兴分公司,中信证券华南股份有限公司广州珠江西路证券营业部,否
2025-01-09,洪田股份,603800,22.12,221.2,10,浙商证券股份有限公司金华分公司,中信证券华南股份有限公司广州珠江西路证券营业部,否
2025-01-09,洪田股份,603800,22.12,201.29,9.1,中信证券股份有限公司上海世博馆路证券营业部,中信证券华南股份有限公司广州珠江西路证券营业部,否
2025-01-09,安必平,688393,13.79,317.17,23,万联证券股份有限公司广州农林下路证券营业部,民生证券股份有限公司广州分公司,否
2025-01-09,益方生物,688382,12.69,203.04,16,机构专用,中信证券股份有限公司北京亚运村证券营业部,否
2025-01-09,益方生物,688382,12.69,203.04,16,机构专用,中信证券股份有限公司北京亚运村证券营业部,否
2025-01-09,天智航,688277,9.2,522.56,56.8,国泰君安证券股份有限公司武汉紫阳东路证券营业部,国泰君安证券股份有限公司武汉紫阳东路证券营业部,否
2025-01-09,颀中科技,688352,8.86,403.56,45.55,中信建投证券股份有限公司苏州分公司,中信建投证券股份有限公司淮南朝阳西路证券营业部,否
2025-01-09,陆家嘴,600663,8.69,1042.8,120,机构专用,机构专用,否
2025-01-09,镇洋发展,603213,8.22,598.42,72.8,国信证券股份有限公司杭州体育场路证券营业部,国信证券股份有限公司杭州市心中路证券营业部,否
2025-01-09,镇洋发展,603213,8.22,399.49,48.6,国信证券股份有限公司杭州大关路证券营业部,国信证券股份有限公司杭州市心中路证券营业部,否
2025-01-09,镇洋发展,603213,8.22,328.8,40,财通证券股份有限公司杭州庆春路证券营业部,国信证券股份有限公司杭州市心中路证券营业部,否
2025-01-09,金发科技,600143,8.2,17630,2150,国投证券股份有限公司深圳红荔西路证券营业部,广发证券股份有限公司广州黄埔大道证券营业部,否
2025-01-09,明阳REIT,508015,8.01,4600.84,574.1,中信证券股份有限公司总部(非营业场所),中国国际金融股份有限公司北京建国门外大街证券营业部,否
2025-01-09,南京交通,508069,6.11,4173.88,682.9,申万宏源证券有限公司上海黄浦区福州路证券营业部,中信证券股份有限公司总部(非营业场所),否
2025-01-09,亚士创能,603378,5.33,202.54,38,广发证券股份有限公司广州黄埔大道证券营业部,华泰证券股份有限公司上海普陀区江宁路证券营业部,否
2025-01-09,菲林格尔,603226,4.82,337.4,70,华泰证券股份有限公司北京学院南路证券营业部,中信建投证券股份有限公司济南和平路证券营业部,否
2025-01-09,芯联集成,688469,4.51,1353,300,南京证券股份有限公司南通姚港路证券营业部,申港证券股份有限公司湖北分公司,否
2025-01-09,三峡能源,600905,4.23,202.19,47.8,华泰证券股份有限公司总部,中信证券股份有限公司上海分公司,否
2025-01-09,电建清源,508026,4.21,522.29,124,中国国际金融股份有限公司北京建国门外大街证券营业部,中信证券股份有限公司总部(非营业场所),否
2025-01-09,芯联集成,688469,4.1,410.02,100.01,机构专用,申港证券股份有限公司湖北分公司,否
2025-01-09,芯联集成,688469,4.1,410.02,100.01,机构专用,申港证券股份有限公司湖北分公司,否
2025-01-09,芯联集成,688469,4.1,397.7,97,机构专用,申港证券股份有限公司湖北分公司,否
2025-01-09,芯联集成,688469,4.1,397.7,97,机构专用,申港证券股份有限公司湖北分公司,否
2025-01-09,芯联集成,688469,4.1,246,60,国泰君安证券股份有限公司总部,申港证券股份有限公司湖北分公司,否
2025-01-09,中金联东,508003,3.27,2998.59,917,中信证券股份有限公司总部(非营业场所),山西证券股份有限公司北京丽泽证券营业部,否
2025-01-09,首创奥莱,508005,3.23,4259.45,1317.9,申万宏源证券有限公司上海黄浦区福州路证券营业部,中信证券股份有限公司总部(非营业场所),否
2025-01-09,建邺REIT,508097,2.99,3685.31,1230.9,中国银河证券股份有限公司总部,中国国际金融股份有限公司北京建国门外大街证券营业部,否
2025-01-09,百联消费,508002,2.41,1113.52,463,中信建投证券股份有限公司总部,中信证券股份有限公司北京建外大街证券营业部,否
2025-01-09,医疗ETF,512170,0.31,308,1000,华泰证券股份有限公司上海浦东新区世纪大道证券营业部,中信证券股份有限公司上海分公司,否
2025-01-09,医疗ETF,512170,0.31,308,1000,华泰证券股份有限公司苏州干将西路证券营业部,中信证券股份有限公司上海分公司,否
2025-01-09,医疗ETF,512170,0.31,92.4,300,华泰证券股份有限公司深圳后海中心路证券营业部,中国国际金融股份有限公司北京建国门外大街证券营业部,否
2025-01-09,医疗ETF,512170,0.3,87.69,292.3,中国中金财富证券有限公司福州五四路证券营业部,中国中金财富证券有限公司福州五四路证券营业部,否
2025-01-08,恒玄科技,688608,294.23,205.96,0.7,中信证券股份有限公司上海分公司,中信建投证券股份有限公司上海市五莲路证券营业部,否
2025-01-08,恒玄科技,688608,294.23,205.96,0.7,中信证券股份有限公司总部(非营业场所),中信建投证券股份有限公司上海市五莲路证券营业部,否
2025-01-08,恒玄科技,688608,294.23,205.96,0.7,国泰君安证券股份有限公司总部,中信建投证券股份有限公司上海市五莲路证券营业部,否
2025-01-08,海光信息,688041,149.89,359.74,2.4,中信证券股份有限公司总部(非营业场所),中信证券（山东）有限责任公司临沂上海路证券营业部,否
2025-01-08,禾迈股份,688032,105.61,215.97,2.05,中信证券股份有限公司总部(非营业场所),中信证券（山东）有限责任公司临沂上海路证券营业部,否
2025-01-08,澜起科技,688008,61.81,309.05,5,汇丰前海证券有限责任公司深圳前海证券营业部,中国中金财富证券有限公司上海浦东新区世纪大道证券营业部,否
2025-01-08,澜起科技,688008,61.81,203.97,3.3,万联证券股份有限公司深圳分公司,中国中金财富证券有限公司上海浦东新区世纪大道证券营业部,否
2025-01-08,澜起科技,688008,61.81,203.97,3.3,国投证券股份有限公司佛山北滘证券营业部,中国中金财富证券有限公司上海浦东新区世纪大道证券营业部,否
2025-01-08,澜起科技,688008,61.81,203.97,3.3,长城证券股份有限公司总部,中国中金财富证券有限公司上海浦东新区世纪大道证券营业部,否
2025-01-08,鼎通科技,688668,43.75,437.5,10,机构专用,东莞证券股份有限公司东莞虎门分公司,否
2025-01-08,鼎通科技,688668,43.26,865.2,20,中信证券股份有限公司南京双龙大道证券营业部,东莞证券股份有限公司东莞虎门分公司,否
2025-01-08,鼎通科技,688668,43.26,865.2,20,高盛（中国）证券有限责任公司上海浦东新区世纪大道证券营业部,东莞证券股份有限公司东莞虎门分公司,否
2025-01-08,鼎通科技,688668,43.26,648.9,15,浙商证券股份有限公司绍兴分公司,东莞证券股份有限公司东莞虎门分公司,否
2025-01-08,鼎通科技,688668,43.26,475.86,11,中国银河证券股份有限公司南京洪武路证券营业部,东莞证券股份有限公司东莞虎门分公司,否
2025-01-08,鼎通科技,688668,43.26,475.86,11,华泰证券股份有限公司南京文澜路证券营业部,东莞证券股份有限公司东莞虎门分公司,否
2025-01-08,鼎通科技,688668,43.26,432.6,10,中信证券股份有限公司南京双龙大道证券营业部,东莞证券股份有限公司东莞虎门分公司,否
2025-01-08,鼎通科技,688668,43.26,432.6,10,中信证券股份有限公司苏州分公司,东莞证券股份有限公司东莞虎门分公司,否
2025-01-08,鼎通科技,688668,43.26,432.6,10,国都证券股份有限公司江苏分公司,东莞证券股份有限公司东莞虎门分公司,否
2025-01-08,鼎通科技,688668,43.26,432.6,10,广发证券股份有限公司广州临江大道证券营业部,东莞证券股份有限公司东莞虎门分公司,否
2025-01-08,鼎通科技,688668,43.26,432.6,10,广发证券股份有限公司西安浐灞大道证券营业部,东莞证券股份有限公司东莞虎门分公司,否
2025-01-08,鼎通科技,688668,43.26,432.6,10,招商证券股份有限公司西安北大街证券营业部,东莞证券股份有限公司东莞虎门分公司,否
2025-01-08,鼎通科技,688668,43.26,259.56,6,广发证券股份有限公司南京水佑岗证券营业部,东莞证券股份有限公司东莞虎门分公司,否
2025-01-08,鼎通科技,688668,43.26,259.56,6,招商证券股份有限公司西安北大街证券营业部,东莞证券股份有限公司东莞虎门分公司,否
2025-01-08,鼎通科技,688668,43.26,259.56,6,招商证券股份有限公司西安北大街证券营业部,东莞证券股份有限公司东莞虎门分公司,否
2025-01-08,鼎通科技,688668,43.26,258.26,5.97,中信证券股份有限公司徐州建国西路证券营业部,东莞证券股份有限公司东莞虎门分公司,否
2025-01-08,鼎通科技,688668,43.26,216.3,5,中信证券股份有限公司上海世博馆路证券营业部,东莞证券股份有限公司东莞虎门分公司,否
2025-01-08,鼎通科技,688668,43.26,216.3,5,中国中金财富证券有限公司深圳分公司,东莞证券股份有限公司东莞虎门分公司,否
2025-01-08,鼎通科技,688668,43.26,216.3,5,中国银河证券股份有限公司杭州建国北路证券营业部,东莞证券股份有限公司东莞虎门分公司,否
2025-01-08,鼎通科技,688668,43.26,216.3,5,中国银河证券股份有限公司浙江分公司,东莞证券股份有限公司东莞虎门分公司,否
2025-01-08,鼎通科技,688668,43.26,216.3,5,中国银河证券股份有限公司金华证券营业部,东莞证券股份有限公司东莞虎门分公司,否
2025-01-08,鼎通科技,688668,43.26,216.3,5,浙商证券股份有限公司金华分公司,东莞证券股份有限公司东莞虎门分公司,否
2025-01-08,鼎通科技,688668,43.26,200.29,4.63,机构专用,东莞证券股份有限公司东莞虎门分公司,否
2025-01-08,国光电气,688776,41.5,443.64,10.69,中国银河证券股份有限公司杭州建国北路证券营业部,中信证券股份有限公司成都人民南路证券营业部,否
2025-01-08,国光电气,688776,41.5,373.5,9,中信证券股份有限公司南京双龙大道证券营业部,中信证券股份有限公司成都人民南路证券营业部,否
2025-01-08,国光电气,688776,41.5,249,6,广发证券股份有限公司广州临江大道证券营业部,中信证券股份有限公司成都人民南路证券营业部,否
2025-01-08,国光电气,688776,41.5,207.5,5,广发证券股份有限公司西安浐灞大道证券营业部,中信证券股份有限公司成都人民南路证券营业部,否
2025-01-08,中国卫星,600118,25.76,206.85,8.03,海通证券股份有限公司上海嘉定区洪德路证券营业部,中信证券股份有限公司上海分公司,否
2025-01-08,埃夫特,688165,24,288,12,机构专用,中国中金财富证券有限公司北京建国门外大街证券营业部,否
2025-01-08,埃夫特,688165,24,204,8.5,国泰君安证券股份有限公司总部,中国中金财富证券有限公司北京建国门外大街证券营业部,否
2025-01-08,埃夫特,688165,24,201.6,8.4,中信证券股份有限公司徐州建国西路证券营业部,中国中金财富证券有限公司北京建国门外大街证券营业部,否
2025-01-08,润本股份,603193,23.11,2079.9,90,机构专用,广发证券股份有限公司广州宸悦路证券营业部,否
2025-01-08,润本股份,603193,23.11,1155.5,50,机构专用,广发证券股份有限公司广州宸悦路证券营业部,否
2025-01-08,润本股份,603193,23.11,231.1,10,机构专用,广发证券股份有限公司广州宸悦路证券营业部,否
2025-01-08,润本股份,603193,23.11,207.99,9,中信建投证券股份有限公司北京望京证券营业部,广发证券股份有限公司广州宸悦路证券营业部,否
2025-01-08,润本股份,603193,23.11,207.99,9,机构专用,广发证券股份有限公司广州宸悦路证券营业部,否
2025-01-08,润本股份,603193,23.11,207.99,9,机构专用,广发证券股份有限公司广州宸悦路证券营业部,否
2025-01-08,润本股份,603193,23.11,207.99,9,机构专用,广发证券股份有限公司广州宸悦路证券营业部,否
2025-01-08,世华科技,688093,18.59,221.18,11.9,华泰证券股份有限公司重庆江北嘴证券营业部,中信建投证券股份有限公司重庆青枫北路证券营业部,否
2025-01-08,国睿科技,600562,17,267.75,15.75,湘财证券股份有限公司上海江宁路证券营业部,中信建投证券股份有限公司上海万航渡路证券营业部,否
2025-01-08,益方生物,688382,12.69,406.08,32,机构专用,中信证券股份有限公司北京亚运村证券营业部,否
2025-01-08,益方生物,688382,12.69,203.04,16,机构专用,中信证券股份有限公司北京亚运村证券营业部,否
2025-01-08,益方生物,688382,12.69,203.04,16,机构专用,中信证券股份有限公司北京亚运村证券营业部,否
2025-01-08,益方生物,688382,12.69,203.04,16,机构专用,中信证券股份有限公司北京亚运村证券营业部,否
